gender_equality,environment,pdgg,trade,bio_diversity,climate_mitigation,climate_adaptation,desertification,rmnch,drr,disability,nutrition,reporting_org_ref
False,False,False,False,False,False,False,False,False,False,True,False,GB-COH-RC000655
True,False,True,False,False,False,False,False,False,False,False,False,ZW-ROD-2172
True,False,False,False,False,False,False,False,True,False,True,False,IT-CF-97091470589
True,False,True,False,False,False,False,False,False,False,False,False,NL-KVK-41078390
False,False,False,False,False,False,False,False,False,False,False,False,FR-RCS-40885667200030
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0417549465
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1151615
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-285908
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-32-0060251
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-288701
False,False,False,False,False,False,False,False,False,False,False,False,IL-RA-580166452
True,True,True,False,False,False,True,False,False,False,False,False,GB-SC-SC030289
False,False,False,False,False,False,False,False,False,False,False,False,NL-KVK-74983393
True,False,False,False,False,False,False,False,False,False,False,False,CO-RUE-830053223
False,False,False,False,False,False,False,False,False,False,False,False,NL-KVK-40478591
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0461977940
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-07171834
False,False,False,False,False,False,False,False,False,False,False,False,IN-MCA-U74999MH2015PTC264094
False,False,False,False,False,False,False,False,True,False,False,False,XI-IATI-US-EIN-58-1593137
True,True,True,True,True,True,True,True,True,True,True,True,NL-KVK-54749484
False,False,False,False,False,False,False,False,False,False,False,False,XM-DAC-701-8
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-07964746
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-314137
True,False,True,True,False,True,False,False,False,False,False,False,GB-COH-01650169
False,False,False,False,False,False,False,False,True,False,False,False,NP-SWC-1844
False,True,True,True,True,True,True,False,True,False,False,False,KE-RCO-155081
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0537407021
False,False,False,False,False,False,False,False,False,False,False,False,XM-OCHA-4438
False,False,False,False,False,False,False,False,False,False,False,False,TZ-NNCB-INGOR2000123
False,False,False,False,False,False,False,False,False,False,False,False,DK-CVR-20356731
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-20-3690821
False,False,False,False,False,False,False,False,False,False,False,False,ET-CSA-0475
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-01245534
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1067406
False,False,False,False,False,True,False,False,False,False,False,False,MX-RFC-SLP1412039F3
False,False,False,False,False,False,False,False,False,False,False,False,XE-EXAMPLE-ORG
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-02693163
False,False,False,False,False,False,False,False,False,False,False,False,BR-CNPJ-30619995-0001-34
True,True,True,True,False,True,True,False,True,False,False,False,CO-RUE-8300033586
False,False,False,False,False,False,False,False,False,False,False,False,YE-MSAL-18-2013
True,False,False,False,False,False,False,False,False,False,False,False,PS-MOI-QR-1420-C
False,False,False,False,False,False,False,False,True,False,False,False,GB-CHC-1118528
False,False,False,False,False,False,False,False,True,False,False,False,FR-RCS-49962201700014
False,False,False,False,False,False,False,False,False,False,False,False,SL-NRA-1001562-8
True,True,True,False,False,False,False,False,False,False,False,False,NL-KVK-41048542
True,False,False,False,False,False,False,False,False,False,False,False,NL-KVK-74799525
False,False,False,False,False,True,False,False,False,False,False,False,CO-RUE-8600286699
True,False,False,False,False,False,False,False,True,False,False,False,IN-MHA-337680017
False,False,False,False,False,False,False,False,False,False,False,False,FR-SIRET-77566669600015
False,False,False,False,False,False,False,False,False,False,False,False,KE-KRA-P051713416W
False,False,True,False,False,False,False,False,False,False,False,False,US-EIN-042312909
False,False,False,False,False,False,False,False,True,False,False,False,IT-RI-97241280151
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0451857573
False,False,True,False,False,False,False,False,False,False,False,False,PH-SEC-CN201214699
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-134166228
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1139083
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-06735120
False,False,False,False,False,False,False,False,False,False,False,False,BD-ROC-C-104266-12
False,False,False,False,False,False,False,False,False,False,False,False,NG-CAC-54522
True,False,False,False,False,False,False,False,False,False,False,False,XM-DAC-41146
False,False,False,False,False,False,False,False,False,False,False,False,SS-RRC-652
False,False,False,False,False,False,False,False,True,False,False,False,GB-COH-SC349355
True,True,True,True,True,True,True,True,True,False,False,False,NL-KVK-27363950
False,False,False,False,False,False,False,False,False,False,False,False,XM-OCHA-585
True,False,False,False,False,False,False,False,True,False,False,False,KE-RCO-78260
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-941655673
False,True,False,False,False,False,False,False,False,False,False,False,GB-COH-02871809
True,False,True,False,False,True,True,False,True,True,False,True,NL-KVK-41198890
False,False,False,True,False,False,False,False,False,False,False,False,XI-PB-CH-6600422994-6
True,True,True,False,False,True,True,False,False,False,False,False,PY-RUC-80025907-6
False,False,False,False,False,False,False,False,False,False,False,False,NP-IRD-301131441
True,True,True,True,False,False,True,False,True,False,False,True,GB-COH-02651349
False,False,False,False,False,False,False,False,False,False,False,False,NO-BRC-917687811
False,False,False,False,False,False,False,False,False,False,False,False,NL-KVK-56083459
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-13-1740011
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-06-1608361
False,False,False,False,False,False,False,False,False,False,False,False,NL-KVK-41217404
True,False,False,False,False,False,False,False,True,False,False,False,BD-NAB-682
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-RC000658
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1176462
True,False,False,False,False,False,False,False,False,False,False,False,LB-MOI-18291
True,True,False,False,False,False,False,False,False,False,False,False,BE-BCE_KBO-0449400604
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-37-1552838
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1145721
False,False,False,False,False,False,False,False,True,False,False,False,GB-COH-1102208
True,False,False,False,False,False,False,False,True,False,False,False,NL-KVK-58183167
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1156822
True,True,True,True,False,True,True,True,True,False,True,False,NL-KVK-41009723
True,True,True,True,True,True,True,True,True,True,False,False,NL-KVK-41210098
True,False,False,False,False,False,False,False,False,False,False,False,UG-NGB-1277
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-000391
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0445741823
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1140288
True,True,True,False,False,True,True,False,False,False,False,False,ZA-CIP-2021-421804-08
False,False,False,False,False,False,False,False,False,False,False,False,KE-NCB-KE-NCB-KENCBOP218051200802235390
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1079599
True,False,True,False,False,True,False,False,True,True,True,False,GB-CHC-274467
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-08327972
False,False,False,False,False,False,False,False,False,False,False,False,AE-HFZA-1526
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1104458
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-282305
False,False,False,False,False,False,False,False,False,False,False,False,KE-RCO-PVT-2016-025726
False,False,False,False,False,False,False,False,False,False,False,False,XM-OCHA-7482
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-030358029
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1081695
True,False,True,False,False,False,False,False,True,False,False,False,US-EIN-13-1623838
False,False,False,False,False,False,False,False,False,False,False,False,primary source - implementing organization
True,True,True,True,False,True,False,False,False,False,False,True,NL-KVK-27248417
False,False,False,False,False,False,False,False,False,False,False,False,XI-IATI-OFID
False,False,False,False,False,False,False,False,False,False,False,False,XI-GRID-grid.13001.33
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-213280
False,False,False,False,False,False,False,False,False,False,False,False,BJ-IFU-5201000673108
False,False,False,False,False,True,True,False,False,False,False,False,GB-COH-SC100833
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0432552989
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-00041424
False,False,False,False,False,False,False,False,False,False,False,False,JO-MSD-2013011100066
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-07676886
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1105489
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1178168
True,False,True,False,False,False,False,False,False,False,False,False,NL-KVK-30276595
True,False,True,False,False,False,False,False,False,False,False,True,XM-DAC-47059
False,False,True,False,False,True,False,False,False,False,False,False,GB-CHC-228248
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-13-3327220
True,False,False,False,False,False,False,False,False,False,False,False,ET-CSA-1128
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-01846493
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-GB-COH-01846493
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1046001
False,False,False,False,False,False,False,False,False,False,False,False,CH-FDJP-CHE102197003
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-45-4535664
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-SC301345
True,True,True,True,True,True,True,True,True,False,True,True,BE-BCE_KBO-0416486821
False,False,False,False,False,False,False,False,False,True,False,False,GB-CHC-1083008
False,False,True,False,False,False,False,False,False,False,False,False,BD-NAB-0918
False,False,False,False,False,False,False,False,False,False,False,False,YE-CR-17952
True,False,True,False,False,False,False,False,False,False,False,False,NL-KVK-24316726
True,True,True,False,False,False,False,False,False,False,False,False,NL-KVK-40530953
False,False,False,True,False,False,False,False,False,False,False,False,NL-KVK-34111374
False,False,False,False,False,False,False,False,False,False,False,False,NG-CAC-19258
False,False,False,False,False,False,False,False,False,False,False,False,XM-DAC-47008
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0461634084
False,False,True,False,False,False,False,False,False,False,False,False,US-EIN-20-8530747
False,False,False,False,False,False,False,False,False,False,False,False,HK-CR-2436455
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-OC364842
True,True,True,True,True,True,True,True,True,False,False,False,NL-KVK-41152832
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-45-4613016
True,True,True,True,True,False,True,True,True,False,False,False,DE-CR-RA000217-HRB121747B
True,False,False,False,False,False,False,False,True,False,False,False,GB-CHC-1154230
False,True,True,False,False,False,False,False,False,True,False,False,US-EIN-13-5563422
True,False,True,False,False,True,True,False,False,False,False,False,NL-KVK-41146461
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-47-3594688
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1077216
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-01250443
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0451461655
False,False,True,False,False,False,False,False,False,False,False,False,NL-KVK-70048436
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-03877777
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1020488
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1081769
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1152010
False,False,False,False,False,False,False,False,False,False,False,False,XM-OCHA-FTS18563
True,False,True,False,False,False,False,False,False,False,False,False,NL-KVK-27189542
False,False,False,False,False,False,False,False,False,False,False,False,GB-EDU-133903
True,True,True,True,True,True,True,True,True,True,True,True,GB-CHC-207544
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207564
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207551
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207547
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207545
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207557
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207561
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207575
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207565
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207569
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207559
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207567
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207570
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207563
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207574
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207556
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207566
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207562
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207555
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207577
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207549
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207578
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207560
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207548
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207546
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207558
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207552
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207571
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207573
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207568
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207550
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207576
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207554
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207572
True,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-207553
False,False,False,False,False,False,False,False,False,False,False,False,DK-CVR-12921047
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-13-3287064
False,False,False,False,False,False,False,False,False,False,False,False,ID-KHH-AHU17AH0107
False,False,False,False,False,False,False,False,False,False,False,False,KE-NCB-2180511304359047
False,False,False,False,False,False,False,False,False,False,False,False,XM-DAC-46008
False,False,False,False,False,False,False,False,False,False,False,False,JO-COA-1701-HPC
True,True,True,True,True,True,True,True,True,False,False,False,NL-KVK-41155305
False,False,True,False,False,False,False,False,False,False,False,False,NL-KVK-861193660
False,False,False,False,False,False,False,False,False,False,False,False,NL-KVK-72908114
True,True,True,False,False,True,True,False,False,False,False,False,ZM-PCR-10102712014
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1094478
False,False,False,False,False,False,False,False,False,False,True,False,CH-FDJP-66029860165
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-04354941
True,False,True,False,False,False,False,False,True,False,False,False,NL-KVK-41081480
True,False,False,False,False,False,False,False,False,False,False,False,SS-RRC-342
False,False,False,False,False,False,False,False,False,False,False,False,NL-KVK-27293917
False,False,False,False,False,False,False,False,False,False,False,False,GB-GOV-12
False,False,False,False,False,False,False,False,False,False,False,False,FR-INSEE-83764263600018
False,False,True,False,False,False,False,False,False,False,False,False,IN-MCA-U74140WB1983PTC036093
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-218186
False,False,False,False,False,False,False,False,False,False,False,False,AU-ACNC-19242959685
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1113868
True,True,True,True,False,True,True,False,False,False,False,False,NL-KVK-41118168
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1120932
False,False,False,False,False,False,False,False,False,False,False,False,KE-NCB-218051200301082704
False,False,False,False,False,False,False,False,False,False,False,False,NP-SWC-19781
False,False,False,False,False,False,False,False,False,False,False,False,XI-IATI-DGF
True,False,True,False,False,False,True,False,False,False,False,False,TZ-BRLA-4368
False,False,False,False,False,False,False,False,False,False,False,False,PK-SEC-0108318
True,False,False,False,False,False,False,False,True,False,False,False,YE-MSAL-80/295
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-237413005
True,False,False,False,False,False,False,False,False,False,False,False,KE-NCB-218/051/93132/90
True,True,True,True,False,True,True,False,False,False,False,False,LR-MFDPNGO-0961
True,False,True,False,False,False,False,False,False,False,False,False,UG-NGB-2292
False,False,False,False,False,False,False,False,False,False,False,False,XI-IATI-W691075333
False,False,False,False,False,False,False,False,False,False,False,False,XI-IATI-XM-DAC-7-PPR-4000002938
False,False,False,False,False,False,False,False,False,False,False,False,KE-NCB-WDCBO542010192
True,False,False,False,False,False,False,False,True,False,False,False,RW-RGB-61-RGB-NGO-2017
False,False,False,False,False,False,False,False,False,False,False,False,XM-DAC-30010
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1077889
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1147083
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1127206
False,False,False,True,False,False,False,False,False,False,False,False,XM-DAC-47086
False,False,False,False,False,False,False,False,False,False,False,False,GB-GOV-9
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-270901
False,False,False,False,False,False,False,False,False,False,False,False,KE-KRA-P051097200R
False,False,False,False,False,False,False,False,False,False,False,False,mz-moj-64vq1
False,False,False,False,False,False,False,False,False,False,False,True,GB-CHC-1174874
False,False,False,False,False,False,False,False,False,False,False,False,SN-NINEA-50255162X2
True,False,False,False,True,True,True,False,False,False,False,False,GB-GOV-25
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1106349
False,False,True,False,False,False,False,False,True,False,False,False,MY-SSM-256530H
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1058991
False,False,False,False,False,False,False,False,False,False,False,False,MW-NBM-00139
False,False,False,False,False,False,False,False,False,False,False,False,DK-CVR-19348407
False,False,False,False,False,False,False,False,False,False,False,False,UA-EDR-39795443
False,False,False,False,False,False,False,False,False,False,False,False,ET-CSA-1351
True,False,True,False,False,False,False,False,False,False,False,False,ID-DJP-312529852906000
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0464019195
False,False,False,False,False,False,False,False,False,False,False,False,GB-UKPRN-10007141
False,False,False,False,False,False,False,False,False,False,False,False,MZ-MOJ-100717344
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-81-2108637
True,False,False,False,False,False,False,False,False,False,False,False,NL-KVK-41186799
True,False,True,False,False,False,False,False,True,False,False,False,KE-NCB-218-051-93197-173
True,False,False,False,False,False,False,False,False,False,False,False,US-EIN-273166994
True,True,True,False,False,False,False,False,False,False,False,False,DK-CVR-33985339
True,False,True,False,False,False,False,False,False,False,False,False,CH-FDJP-f7f0b51e-7432-4c0c-a6c0-7df1101d7983
True,False,True,False,False,False,False,False,True,False,False,False,MW-NBM-R1527
False,False,False,False,False,False,False,False,False,False,False,False,UG-204CBO-628
False,False,False,True,False,False,False,False,False,False,False,False,UG-RSB-229709
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0408908151
False,False,True,False,False,False,False,False,False,False,False,False,GB-COH-OC305127
False,False,False,False,False,False,False,False,False,False,False,False,SE-ON-802017-3517
True,False,False,False,False,False,False,False,False,False,False,False,CA_ON-ONT-1783682
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1161729
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-06069322
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1150964
False,False,False,False,False,False,False,False,False,False,False,False,IM-CR-024714B
True,False,True,False,False,False,False,False,True,False,False,False,NL-KVK-41193594
True,False,False,False,False,False,False,False,True,False,False,False,US-EIN-13-1687001
False,False,False,False,False,False,False,False,False,False,False,False,TH-TIN-TH-TIN-0993000190092
False,False,False,False,False,False,False,False,False,False,False,False,JO-CCD-200104681
True,False,True,True,False,False,False,False,False,False,False,False,NL-KVK-41213450
False,False,False,False,False,False,False,False,False,False,False,False,MW-RG-1011251
False,False,False,False,False,False,False,False,False,False,False,False,LB-MOI-37-AD
True,False,False,False,True,False,False,False,True,True,False,False,NL-KVK-41236410
False,False,False,False,False,False,False,False,False,False,False,False,XM-DAC-41111
True,False,False,False,False,False,False,False,False,False,False,False,NL-KVK-41211943
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-US-EIN-91-1179750
False,False,False,False,False,False,False,False,False,False,False,False,ZA-PBO-930040668
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1188731
True,True,True,False,True,True,True,True,False,True,False,False,ZA-NPO-048-364
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-298316
False,False,False,False,False,False,False,False,False,False,False,False,PK-MSW-633-1965
False,False,True,False,False,False,False,False,False,False,False,False,NL-KVK-41192276
True,False,True,False,False,False,True,False,False,False,False,False,NL-KVK-40407706
False,False,True,False,False,False,False,False,False,False,False,False,GB-CHC-1166956
True,False,False,False,False,False,False,False,False,False,False,False,NL-KVK-50744984
False,False,False,False,False,False,False,False,False,False,False,False,SZ-CIT-201710132021804
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1158838
True,True,True,True,True,True,True,True,True,True,True,True,NL-KVK-27378529
True,False,False,False,False,False,False,False,False,False,False,False,KE-NCB-OP-218-051-9994-1329
True,True,True,True,True,True,True,False,False,False,False,True,NL-KVK-40535338
True,False,True,False,False,False,False,False,False,False,False,False,NL-KVK-41149831
True,True,True,False,False,True,True,False,False,False,False,False,ZM-PCR-10104052014
False,False,False,False,False,False,False,False,False,False,False,False,CO-RUE-860013779-5
False,False,False,False,False,False,False,False,False,False,False,False,PK-VSWA-32-2004
True,False,True,False,True,True,True,False,True,True,False,True,GB-COH-1364201
True,True,True,True,True,True,True,False,False,False,False,False,XM-DAC-30011
True,True,True,True,False,False,False,False,False,False,False,False,NL-KVK-41223308
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1128536
False,False,False,False,False,False,False,False,False,False,False,False,MZ-NUIT-500004037
False,False,False,False,False,False,False,False,False,False,False,False,DK-CVR-40781218
False,False,False,False,False,False,False,False,False,False,False,False,NG-CAC-11660
True,False,False,True,False,True,True,True,False,False,False,False,US-EIN-23-6393344
False,False,False,False,False,False,False,False,False,False,False,False,CH-FDJP-258577051
False,False,True,False,False,False,False,False,False,False,False,False,NL-KVK-41166983
True,False,True,False,False,False,False,False,True,False,False,False,KE-NCB-93175
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1113101
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-22-3900800
True,False,False,False,False,False,False,False,True,False,False,False,TZ-TRA-101-304-795
False,False,False,False,False,False,False,False,True,False,False,False,US-EIN-47-5049026
False,False,False,False,False,False,False,False,False,False,False,False,BD-ROC-S-12313
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1090745
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1016676
True,False,False,False,False,False,False,False,False,False,False,False,LB-MOI-25465
True,True,True,True,True,True,True,True,True,False,False,False,NO-BRC-971277882
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-54-0536100
True,False,False,False,False,False,False,False,False,False,False,False,ID-KHH-AHU-0013363.AH.01.04
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0417299047
False,False,False,False,False,False,True,False,False,False,False,False,XM-DAC-47064
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0451516390
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1141028
False,False,False,False,False,False,False,False,False,False,False,False,XM-DAC-5-52
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-04276635
False,False,True,False,False,False,False,False,False,False,False,False,SN-NINEA-21516110A0
False,False,False,False,False,False,False,False,False,False,False,False,XI-GRID-grid.11835.3e
True,False,True,False,False,False,False,False,True,True,False,True,US-EIN-13-5660870
False,True,False,False,False,False,False,False,False,False,False,False,GB-GOR-PB508
False,False,False,False,False,False,False,False,False,False,False,False,IN-MHA-083781496
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1048007
True,False,False,False,False,False,False,False,False,False,False,False,US-EIN-53-0196584
False,False,False,False,False,False,False,False,False,False,False,False,XM-DAC-918-3
False,False,True,False,False,False,False,False,False,False,False,False,TH-MOI-KhorThor2882
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-04930461
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-33-1112770
True,True,True,False,False,True,True,False,False,False,False,False,ML-MAT-028-MAT-DNIC-DAG
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1094272
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1125217
False,False,False,False,False,False,False,False,False,False,False,False,IN-MCA-U74900TN2013PTC093426
True,True,True,False,False,False,False,False,False,False,False,False,GB-COH-1100897
False,False,False,False,False,False,False,False,False,False,False,False,GH-RGD-99389
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1126281
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1047608
True,True,True,True,True,True,True,True,True,True,True,False,DK-CVR-20699310
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-326568
False,False,False,False,False,False,False,False,False,False,False,False,PK-SEC-0080655
False,False,False,False,False,False,False,False,False,False,False,False,JO-CCD-200138796
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-04154075
False,False,False,False,False,False,False,False,False,False,False,False,KE-RCO-C95110
False,False,True,False,False,False,False,False,False,False,False,False,GB-COH-NI630024
False,False,False,False,False,False,False,False,False,False,False,False,XM-DAC-46009
False,False,False,False,False,False,False,False,False,False,False,False,XI-IATI-46009
False,False,False,False,False,False,False,False,False,False,False,False,NP-SWC-27288
False,False,False,False,False,False,False,False,False,False,False,False,DE-COA-321401258
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1177110
False,False,False,False,False,False,False,False,False,False,False,False,XI-GRID-grid.442465.5
True,True,True,True,False,False,False,False,False,False,False,False,GB-COH-1858644
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1123946
False,False,False,False,False,False,False,False,False,False,False,False,PS-MOI-QR-0049-F
False,False,False,False,False,False,False,False,False,False,False,False,SE-ON-802007-2446
True,False,False,False,False,False,False,False,False,False,False,False,XM-DAC-41304
True,False,False,False,False,False,False,False,True,False,False,False,CA-CRA_ACR-10784-8319-RR0001
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-52-2042014
True,True,True,False,False,False,False,False,False,False,False,False,NL-KVK-41159889
False,False,False,False,False,False,False,False,False,False,False,False,CO-RUE-860049972
False,False,False,True,False,False,True,False,False,False,False,False,NL-KVK-09108013
True,True,False,True,False,False,False,False,True,False,False,True,NL-KVK-83517626
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1046579
False,False,True,False,False,False,False,False,False,False,False,False,US-EIN-13-2702768
True,False,True,False,False,True,True,False,False,False,False,False,XM-DAC-236
False,False,False,False,False,False,False,False,False,False,False,False,BI-NIF-4001055070
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1150993
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-313139
False,False,True,False,False,False,False,False,False,False,False,False,NO-BRC-977538319
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-RC000660
False,False,True,False,False,False,False,False,False,False,False,False,BJ-IFU-4201710116446
False,False,False,False,False,False,False,False,False,False,False,False,LB-MOI-14739
False,False,False,False,False,False,False,False,False,False,False,False,KE-NCB-10488
False,False,True,False,False,False,False,False,True,False,False,False,ET-CSA-3994
False,False,False,False,False,False,False,False,False,False,False,False,TR-MOI-27-019-074
False,False,False,False,False,False,False,False,True,False,False,False,ET-CSA-0062
False,False,False,False,False,False,False,False,True,False,False,False,ET-CSA-8744
